Student Roll No.,Student Name,Email id,Course,Cohort,Year,Term-1,Term-2,Term-3,No. of JPT Mock Interviews attempted and scored equal or above 80%,Area Head Mock Interview Score,No. of Allocated Interview Attempts,"Categorise student overall (Outstanding, Good, Average, Needs Handholding)",Placed/Not Placed,"If placed, no. of interview attempts required for placement"
SPJ20246695,Student_355_Jan-23,student355@jan-23.spjain.edu,MGB,Jan-23,2024,90.4,83.8,85.5,8,86.0,8,Good,Not Placed,0
SPJ20227395,Student_356_Jul-22,student356@jul-22.spjain.edu,MGB,Jul-22,2022,73.7,94.0,89.7,3,76.8,4,Good,Placed,3
SPJ20225277,Student_357_Jul-23,student357@jul-23.spjain.edu,GMBA,Jul-23,2022,84.8,91.7,84.9,8,81.2,5,Good,Placed,1
SPJ20231319,Student_358_Jul-22,student358@jul-22.spjain.edu,GMBA,Jul-22,2023,94.5,86.6,92.4,5,89.8,7,Outstanding,Placed,4
SPJ20248007,Student_359_Jan-22,student359@jan-22.spjain.edu,GMBA,Jan-22,2024,81.8,80.4,86.1,1,73.4,8,Average,Not Placed,0
SPJ20227445,Student_360_Jul-24,student360@jul-24.spjain.edu,MGB,Jul-24,2022,71.2,76.8,77.4,3,67.8,7,Average,Not Placed,0
SPJ20247190,Student_361_Jan-23,student361@jan-23.spjain.edu,MGB,Jan-23,2024,78.6,80.5,92.6,4,90.3,5,Good,Placed,1
SPJ20224018,Student_362_Jul-22,student362@jul-22.spjain.edu,GCGM,Jul-22,2022,78.1,78.6,84.9,4,73.3,6,Good,Not Placed,0
SPJ20248870,Student_363_Jan-22,student363@jan-22.spjain.edu,GCGM,Jan-22,2024,70.2,75.9,93.3,3,78.6,3,Average,Placed,2
SPJ20249755,Student_364_Jan-23,student364@jan-23.spjain.edu,MGB,Jan-23,2024,77.2,89.6,79.3,2,84.1,5,Good,Placed,2
SPJ20221054,Student_365_Jan-23,student365@jan-23.spjain.edu,GCGM,Jan-23,2022,82.2,72.0,73.4,3,80.5,4,Average,Placed,1
SPJ20233345,Student_366_Jul-22,student366@jul-22.spjain.edu,GMBA,Jul-22,2023,73.2,74.6,72.3,0,82.0,6,Needs Handholding,Not Placed,0
SPJ20236263,Student_367_Jul-23,student367@jul-23.spjain.edu,GMBA,Jul-23,2023,73.9,89.3,83.4,5,86.8,7,Good,Placed,3
SPJ20229230,Student_368_Jan-23,student368@jan-23.spjain.edu,GMBA,Jan-23,2022,74.5,86.7,74.3,3,71.3,5,Average,Placed,1
SPJ20232519,Student_369_Jul-23,student369@jul-23.spjain.edu,MGB,Jul-23,2023,85.4,81.2,71.4,1,79.9,8,Average,Placed,3
SPJ20232837,Student_370_Jul-23,student370@jul-23.spjain.edu,MGB,Jul-23,2023,77.7,81.8,89.1,2,80.0,4,Good,Placed,3
SPJ20234328,Student_371_Jan-22,student371@jan-22.spjain.edu,MGB,Jan-22,2023,84.5,87.6,94.5,6,82.8,5,Good,Not Placed,0
SPJ20224293,Student_372_Jan-23,student372@jan-23.spjain.edu,GCGM,Jan-23,2022,82.2,83.4,75.6,1,81.0,6,Average,Placed,1
SPJ20242119,Student_373_Jul-24,student373@jul-24.spjain.edu,GCGM,Jul-24,2024,93.0,94.5,80.7,3,89.6,7,Good,Placed,2
SPJ20236135,Student_374_Jul-22,student374@jul-22.spjain.edu,MGB,Jul-22,2023,83.6,74.9,77.1,5,77.2,5,Average,Not Placed,0
SPJ20231819,Student_375_Jan-22,student375@jan-22.spjain.edu,GCGM,Jan-22,2023,87.3,80.2,90.8,4,94.6,8,Good,Placed,5
SPJ20248253,Student_376_Jan-24,student376@jan-24.spjain.edu,GCGM,Jan-24,2024,91.6,78.9,87.1,4,81.7,6,Good,Placed,4
SPJ20225209,Student_377_Jul-23,student377@jul-23.spjain.edu,GMBA,Jul-23,2022,84.8,79.9,93.3,5,80.5,6,Good,Placed,5
SPJ20232837,Student_378_Jul-24,student378@jul-24.spjain.edu,MGB,Jul-24,2023,76.5,92.7,71.3,5,81.7,3,Good,Not Placed,0
SPJ20243682,Student_379_Jan-24,student379@jan-24.spjain.edu,GCGM,Jan-24,2024,83.9,82.0,84.4,5,91.5,8,Good,Not Placed,0
SPJ20229465,Student_380_Jul-24,student380@jul-24.spjain.edu,GCGM,Jul-24,2022,83.5,80.2,83.1,3,75.7,5,Good,Placed,5
SPJ20249032,Student_381_Jan-24,student381@jan-24.spjain.edu,MGB,Jan-24,2024,85.4,81.4,79.3,2,83.3,5,Good,Not Placed,0
SPJ20242170,Student_382_Jul-24,student382@jul-24.spjain.edu,MGB,Jul-24,2024,84.3,88.9,73.2,5,86.9,7,Good,Placed,2
SPJ20244072,Student_383_Jul-24,student383@jul-24.spjain.edu,MGB,Jul-24,2024,81.6,83.5,86.5,1,90.2,5,Average,Not Placed,0
SPJ20232620,Student_384_Jan-24,student384@jan-24.spjain.edu,GMBA,Jan-24,2023,92.5,81.6,93.2,7,89.6,5,Good,Not Placed,0
SPJ20234565,Student_385_Jul-22,student385@jul-22.spjain.edu,MGB,Jul-22,2023,82.4,91.8,83.1,6,95.4,3,Good,Placed,3
SPJ20229055,Student_386_Jan-22,student386@jan-22.spjain.edu,GMBA,Jan-22,2022,83.2,78.5,80.9,5,73.2,3,Good,Placed,3
SPJ20233734,Student_387_Jan-22,student387@jan-22.spjain.edu,GMBA,Jan-22,2023,93.6,78.4,70.3,1,85.5,7,Average,Not Placed,0
SPJ20232465,Student_388_Jul-23,student388@jul-23.spjain.edu,GCGM,Jul-23,2023,84.4,79.3,73.7,4,87.6,7,Average,Placed,3
SPJ20236216,Student_389_Jul-24,student389@jul-24.spjain.edu,GMBA,Jul-24,2023,88.6,83.5,70.5,4,90.1,3,Good,Not Placed,0
SPJ20249726,Student_390_Jul-22,student390@jul-22.spjain.edu,GCGM,Jul-22,2024,79.9,88.7,73.0,5,75.3,7,Good,Placed,2
SPJ20239701,Student_391_Jan-24,student391@jan-24.spjain.edu,GCGM,Jan-24,2023,77.7,86.2,77.9,1,75.4,6,Average,Placed,1
SPJ20224384,Student_392_Jan-24,student392@jan-24.spjain.edu,MGB,Jan-24,2022,91.4,87.9,71.1,3,74.7,4,Good,Placed,4
SPJ20232292,Student_393_Jan-22,student393@jan-22.spjain.edu,MGB,Jan-22,2023,93.3,89.9,83.3,4,86.4,6,Good,Placed,4
SPJ20236470,Student_394_Jul-24,student394@jul-24.spjain.edu,GCGM,Jul-24,2023,82.7,85.0,84.2,2,81.0,7,Good,Placed,1
SPJ20237153,Student_395_Jan-23,student395@jan-23.spjain.edu,GMBA,Jan-23,2023,72.3,85.8,77.3,2,70.2,5,Average,Not Placed,0
SPJ20231697,Student_396_Jan-24,student396@jan-24.spjain.edu,GCGM,Jan-24,2023,84.2,78.9,89.7,1,76.3,5,Average,Placed,5
SPJ20247196,Student_397_Jul-22,student397@jul-22.spjain.edu,GMBA,Jul-22,2024,92.8,81.8,74.5,1,90.1,7,Average,Not Placed,0
SPJ20232254,Student_398_Jan-22,student398@jan-22.spjain.edu,MGB,Jan-22,2023,92.9,77.4,83.0,4,90.6,5,Good,Placed,4
SPJ20247710,Student_399_Jan-22,student399@jan-22.spjain.edu,GCGM,Jan-22,2024,95.0,81.5,93.7,8,97.9,5,Outstanding,Placed,3
SPJ20231135,Student_400_Jan-22,student400@jan-22.spjain.edu,MGB,Jan-22,2023,94.1,70.9,86.7,5,73.9,6,Good,Not Placed,0
